customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Total Claim Amount,Policy Type,Vehicle Class,State,Gender
FF22360,Washington,F,Doctor,268731.41,82210.0,68.0,4.0,Personal Auto,Four-Door Car,51.961915,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
LM19287,Oregon,F,High School or Below,373150.46,0.0,96.0,0.0,Personal Auto,Four-Door Car,460.8,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
ZU18643,Nevada,M,Bachelor,366077.03,64495.0,92.0,0.0,Corporate Auto,Four-Door Car,251.992083,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
AZ82578,California,F,College,792882.93,0.0,72.0,0.0,Corporate Auto,Four-Door Car,345.6,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
XC67861,Arizona,F,Bachelor,501175.16,28859.0,67.0,3.0,Corporate Auto,Two-Door Car,321.6,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
YC43143,Arizona,F,High School or Below,798825.83,77330.0,99.0,0.0,Personal Auto,Four-Door Car,99.257608,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
EK59571,Oregon,M,College,388545.64,0.0,105.0,0.0,Corporate Auto,Four-Door Car,504.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
PA38372,Washington,F,High School or Below,935773.78,33060.0,117.0,0.0,Personal Auto,Four-Door Car,56.731578,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
RO18530,Washington,M,Master,254068.98,42557.0,65.0,0.0,Personal Auto,Four-Door Car,57.562324,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
PD27940,Arizona,M,High School or Below,488516.25,26372.0,126.0,0.0,Personal Auto,SUV,604.8,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
BS77946,Arizona,F,Bachelor,975330.71,17514.0,127.0,0.0,Personal Auto,SUV,8.312729,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
YM50253,California,F,Bachelor,294615.37,89270.0,74.0,0.0,Personal Auto,Four-Door Car,316.599228,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
NR15332,California,M,High School or Below,258111.09,29757.0,65.0,0.0,Personal Auto,Four-Door Car,312.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
RC62865,Oregon,M,College,351738.58,51814.0,92.0,0.0,Personal Auto,Four-Door Car,56.300724,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
CC15295,Oregon,F,Bachelor,974335.01,24028.0,82.0,0.0,Personal Auto,Four-Door Car,393.6,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
KA61892,Arizona,M,College,387364.7,28142.0,105.0,0.0,Personal Auto,Luxury,701.708239,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
OS94884,Arizona,F,Bachelor,764928.2,52705.0,64.0,1.0,Personal Auto,Two-Door Car,128.705563,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
ND87334,California,M,High School or Below,228759.69,0.0,63.0,0.0,Corporate Auto,Two-Door Car,679.368378,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
OY51402,Washington,F,High School or Below,825576.39,54040.0,103.0,0.0,Personal Auto,SUV,59.987126,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
YL74911,California,F,College,871492.21,0.0,118.0,0.0,Personal Auto,SUV,566.4,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
GK92563,Washington,F,Doctor,681923.12,22492.0,85.0,0.0,Personal Auto,Two-Door Car,61.654262,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
HL53154,California,M,Bachelor,741619.73,0.0,77.0,2.0,Personal Auto,Four-Door Car,554.4,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
RI78966,Oregon,M,Master,777115.9,21876.0,68.0,0.0,Personal Auto,Four-Door Car,465.41477,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
IC13702,California,F,Bachelor,696834.19,0.0,69.0,1.0,Personal Auto,Four-Door Car,496.8,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
BE10809,California,F,High School or Below,425028.26,0.0,61.0,1.0,Personal Auto,Four-Door Car,292.8,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
HT87217,Oregon,F,High School or Below,1977656.65,70699.0,82.0,0.0,Personal Auto,Four-Door Car,256.813837,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
TH95618,California,F,High School or Below,2134346.6,0.0,74.0,1.0,Personal Auto,Four-Door Car,355.2,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
TS19868,California,M,College,241313.97,27501.0,63.0,0.0,Personal Auto,Four-Door Car,542.319401,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
LP45550,Oregon,F,Doctor,1536384.72,15897.0,101.0,0.0,Personal Auto,Four-Door Car,303.148399,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
QR87004,Nevada,F,College,845696.19,25141.0,73.0,1.0,Personal Auto,Four-Door Car,25.438063,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
OE75747,Nevada,F,College,218964.25,0.0,61.0,3.0,Personal Auto,Four-Door Car,292.8,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
DX91392,California,M,High School or Below,578018.22,51066.0,74.0,0.0,Personal Auto,Four-Door Car,787.993313,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
AB72731,California,F,Bachelor,463998.16,28358.0,117.0,0.0,Personal Auto,Luxury,84.024413,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
GX84338,Washington,F,Doctor,382443.13,62530.0,95.0,0.0,Personal Auto,Four-Door Car,61.693771,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
IS12901,Arizona,F,Bachelor,596811.89,90972.0,74.0,0.0,Personal Auto,Two-Door Car,232.926145,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
BN90616,Washington,F,Bachelor,859033.5,63110.0,72.0,0.0,Personal Auto,Four-Door Car,68.179721,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
HH90090,California,F,Bachelor,407663.47,29549.0,104.0,0.0,Personal Auto,Luxury,710.433775,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
IU25463,California,F,Bachelor,1225260.18,0.0,115.0,1.0,Personal Auto,Four-Door Car,552.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
KC11055,Nevada,F,Bachelor,1693627.15,39411.0,217.0,2.0,Personal Auto,Luxury,1122.658899,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
PD33979,Oregon,M,High School or Below,489243.55,21709.0,62.0,0.0,Personal Auto,Four-Door Car,408.374746,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
NK71023,Nevada,M,Bachelor,994230.48,67890.0,85.0,0.0,Personal Auto,Four-Door Car,408.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
AB13432,California,M,Bachelor,373583.81,0.0,110.0,0.0,Personal Auto,SUV,792.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
OZ97704,California,F,High School or Below,1311752.22,84311.0,111.0,4.0,Personal Auto,SUV,532.8,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
UF46533,California,F,College,457452.41,99316.0,114.0,0.0,Corporate Auto,SUV,754.358929,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
XP47431,Arizona,F,Bachelor,547006.06,54507.0,138.0,0.0,Personal Auto,SUV,702.990032,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
GK73582,California,F,Bachelor,297884.6,64586.0,76.0,0.0,Personal Auto,Four-Door Car,206.837111,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
RV98763,Oregon,M,College,641096.75,61709.0,82.0,2.0,Personal Auto,Four-Door Car,275.395894,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
II62831,California,M,Master,447902.31,94656.0,111.0,1.0,Special Auto,SUV,459.738128,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
XK33449,California,F,High School or Below,238373.19,0.0,69.0,0.0,Special Auto,Two-Door Car,496.8,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
TR85083,California,M,Bachelor,276449.37,61085.0,70.0,1.0,Personal Auto,Two-Door Car,336.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
EO95328,Oregon,F,Bachelor,792010.54,89284.0,67.0,3.0,Personal Auto,Two-Door Car,321.6,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
EN21086,Arizona,F,High School or Below,688909.8,0.0,63.0,0.0,Personal Auto,Four-Door Car,302.4,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
YL83902,Washington,F,Bachelor,327419.46,31686.0,81.0,0.0,Personal Auto,Four-Door Car,430.994107,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
AZ62651,Oregon,M,High School or Below,995170.77,56855.0,255.0,0.0,Corporate Auto,Luxury,1836.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
ZW25874,Oregon,M,Bachelor,252155.57,53703.0,67.0,2.0,Special Auto,Four-Door Car,67.632476,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
EH41854,Washington,F,High School or Below,2370611.34,0.0,96.0,1.0,Personal Auto,Two-Door Car,844.481918,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
MW70227,California,M,College,604702.52,20396.0,76.0,1.0,Personal Auto,Four-Door Car,364.8,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
SL22297,California,F,Master,1114030.25,27679.0,150.0,0.0,Personal Auto,SUV,722.486994,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
RV14138,Nevada,F,Bachelor,433406.41,23904.0,123.0,3.0,Personal Auto,SUV,590.4,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
UO62808,Arizona,F,High School or Below,279974.79,65351.0,69.0,0.0,Corporate Auto,Four-Door Car,481.027516,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
ZX64745,California,M,College,792313.66,0.0,113.0,0.0,Personal Auto,SUV,1124.427734,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
FL34139,California,M,High School or Below,368811.09,0.0,63.0,3.0,Personal Auto,Four-Door Car,669.682001,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
TS11219,California,M,College,1206745.6,0.0,116.0,0.0,Personal Auto,SUV,1284.093173,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
XX12304,California,F,College,292497.67,64459.0,72.0,0.0,Personal Auto,Four-Door Car,240.259479,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
SD64087,California,M,College,1501409.27,32961.0,190.0,0.0,Corporate Auto,SUV,912.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
OY38576,Oregon,F,High School or Below,927723.38,71416.0,116.0,0.0,Corporate Auto,SUV,556.8,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
BG76355,Washington,F,Bachelor,627412.39,68964.0,78.0,0.0,Personal Auto,Four-Door Car,115.086827,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
IP66913,California,M,High School or Below,388664.74,78108.0,98.0,0.0,Personal Auto,Two-Door Car,470.4,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
LE95702,California,M,College,438627.76,10621.0,67.0,0.0,Special Auto,Four-Door Car,321.6,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
KX54357,Washington,M,College,1136526.77,84910.0,95.0,0.0,Corporate Auto,Two-Door Car,383.167471,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
EZ78112,California,F,High School or Below,561096.43,77493.0,70.0,0.0,Special Auto,Four-Door Car,307.963291,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
XN16891,Arizona,M,College,291289.2,81097.0,74.0,0.0,Personal Auto,Four-Door Car,355.2,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
XK31350,Oregon,F,College,691572.99,96610.0,85.0,0.0,Corporate Auto,Four-Door Car,520.364752,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
CC30924,Oregon,M,College,626266.33,30110.0,159.0,0.0,Corporate Auto,Luxury,466.436375,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
IT78748,Oregon,F,High School or Below,650339.7,22081.0,84.0,0.0,Special Auto,Two-Door Car,451.670309,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
KY33386,Washington,F,High School or Below,800739.94,0.0,112.0,0.0,Personal Auto,Luxury,537.6,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
CO44221,California,M,College,292991.65,98473.0,72.0,0.0,Personal Auto,Four-Door Car,345.6,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
LK60013,Oregon,F,Bachelor,596955.3,97431.0,74.0,0.0,Personal Auto,Four-Door Car,355.2,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
DE21533,California,M,Bachelor,547315.99,93870.0,69.0,0.0,Personal Auto,Four-Door Car,331.2,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
YS94121,Nevada,M,High School or Below,564539.67,50366.0,72.0,0.0,Personal Auto,Four-Door Car,428.734656,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
UK68427,Washington,M,High School or Below,636926.24,34498.0,83.0,0.0,Personal Auto,Two-Door Car,398.4,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
TE49565,Oregon,F,College,1183376.73,16552.0,103.0,0.0,Personal Auto,SUV,494.4,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
RA88421,Oregon,F,College,612110.79,26787.0,77.0,0.0,Personal Auto,Four-Door Car,369.6,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
KQ51983,Nevada,M,College,515936.97,0.0,74.0,0.0,Personal Auto,Two-Door Car,831.752839,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
CD88896,Nevada,F,High School or Below,251459.2,43860.0,65.0,0.0,Corporate Auto,Four-Door Car,156.124914,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
YV22553,Arizona,M,High School or Below,866861.13,21474.0,114.0,2.0,Corporate Auto,SUV,373.428187,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
WU14435,California,M,Bachelor,496096.54,18174.0,66.0,0.0,Corporate Auto,Four-Door Car,395.934815,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
XV84099,Arizona,F,Bachelor,550413.9,0.0,73.0,0.0,Corporate Auto,Four-Door Car,350.4,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
RI24911,Arizona,M,College,750745.54,60920.0,64.0,0.0,Personal Auto,Two-Door Car,231.201886,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
KO26461,Arizona,M,High School or Below,3226985.14,41520.0,90.0,0.0,Personal Auto,Four-Door Car,289.904105,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
HI14283,Oregon,F,Bachelor,565703.16,0.0,152.0,0.0,Personal Auto,SUV,729.6,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
PT50227,Arizona,M,High School or Below,506175.79,0.0,68.0,0.0,Personal Auto,Two-Door Car,326.4,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
BH36570,California,M,Bachelor,591278.38,72208.0,73.0,0.0,Personal Auto,Two-Door Car,350.4,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
TX17484,California,F,Bachelor,1518227.98,53863.0,63.0,0.0,Personal Auto,Four-Door Car,105.765111,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
CT41158,Washington,M,College,1074703.09,66446.0,136.0,0.0,Corporate Auto,SUV,639.464548,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
AO87348,Washington,M,College,205062.35,0.0,61.0,0.0,Personal Auto,Four-Door Car,292.8,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
DE55857,Washington,F,Bachelor,246544.49,64997.0,63.0,1.0,Personal Auto,Four-Door Car,383.442328,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
LF66923,Nevada,F,High School or Below,534312.13,64460.0,66.0,0.0,Corporate Auto,Two-Door Car,316.8,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
CN24514,Arizona,F,College,811982.91,46618.0,67.0,0.0,Personal Auto,Four-Door Car,99.085943,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
UW32074,Oregon,F,College,460526.52,0.0,64.0,0.0,Corporate Auto,Four-Door Car,307.2,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
HP36979,California,M,College,640878.56,49988.0,84.0,5.0,Personal Auto,Two-Door Car,566.935022,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
PP40919,California,F,College,237653.35,0.0,91.0,5.0,Personal Auto,Two-Door Car,436.8,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
RO73268,California,M,Bachelor,321107.0,16269.0,86.0,0.0,Corporate Auto,Two-Door Car,412.8,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
HO61691,Arizona,F,Bachelor,509452.23,72006.0,64.0,0.0,Personal Auto,Four-Door Car,307.2,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
BS13062,Arizona,F,High School or Below,2575527.82,0.0,81.0,2.0,Personal Auto,Four-Door Car,388.8,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
FO35655,Oregon,M,Bachelor,867222.97,0.0,245.0,0.0,Corporate Auto,Luxury,2345.413441,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
HR10526,California,M,Master,804473.07,44320.0,67.0,0.0,Personal Auto,Four-Door Car,321.6,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
IA63417,Arizona,F,High School or Below,400151.91,19782.0,108.0,0.0,Personal Auto,Two-Door Car,773.470977,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
BH35016,Nevada,F,Bachelor,1670611.7,63933.0,70.0,0.0,Personal Auto,Two-Door Car,424.883448,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
PK52952,Arizona,M,Doctor,854441.11,28224.0,109.0,0.0,Personal Auto,SUV,523.2,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
OD76309,Washington,F,College,780531.29,21073.0,106.0,1.0,Personal Auto,SUV,508.8,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
IL28481,Oregon,M,Bachelor,611275.69,63243.0,77.0,0.0,Personal Auto,Four-Door Car,364.240307,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
GY55092,Nevada,M,High School or Below,477294.38,20993.0,133.0,0.0,Personal Auto,SUV,638.4,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
UF33451,Oregon,F,Bachelor,1097909.56,94827.0,135.0,0.0,Personal Auto,SUV,354.729129,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
CF15558,California,F,Master,500426.38,39161.0,63.0,1.0,Personal Auto,Two-Door Car,283.995953,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
JM62924,Washington,M,Bachelor,1322304.38,37534.0,84.0,2.0,Personal Auto,Four-Door Car,403.2,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
EM66435,Oregon,F,Bachelor,262331.54,80210.0,65.0,0.0,Corporate Auto,Four-Door Car,20.543176,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
QX45933,California,M,Bachelor,1784019.56,0.0,62.0,0.0,Personal Auto,Four-Door Car,385.115437,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
JI71369,California,F,College,510611.18,30110.0,64.0,0.0,Personal Auto,Four-Door Car,140.165035,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
JU93290,Arizona,F,College,1793060.45,21708.0,68.0,0.0,Personal Auto,Four-Door Car,326.4,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
GU66096,Arizona,M,High School or Below,545734.26,94731.0,67.0,0.0,Personal Auto,Four-Door Car,321.6,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
UC33108,California,M,Bachelor,656364.41,32375.0,83.0,0.0,Personal Auto,Four-Door Car,398.4,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
LW93867,Oregon,M,College,481252.52,16531.0,63.0,0.0,Corporate Auto,Four-Door Car,102.879769,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
OU78470,Arizona,F,Master,2932804.19,32006.0,94.0,0.0,Corporate Auto,Four-Door Car,56.868289,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
XW90265,Arizona,F,Bachelor,577352.07,81676.0,72.0,0.0,Personal Auto,Two-Door Car,463.158502,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
HS67749,California,M,College,684711.89,71038.0,86.0,0.0,Corporate Auto,Four-Door Car,205.444066,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
VZ51506,Arizona,F,High School or Below,359531.29,0.0,103.0,0.0,Corporate Auto,Luxury,741.6,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
UI64281,Nevada,F,Master,2285561.21,20832.0,65.0,0.0,Personal Auto,Two-Door Car,56.371967,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
AE98193,Washington,M,High School or Below,785941.46,0.0,113.0,0.0,Personal Auto,SUV,813.6,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
AZ74055,Oregon,M,High School or Below,411557.74,52405.0,103.0,0.0,Personal Auto,Four-Door Car,494.4,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
XS76911,Arizona,F,High School or Below,502963.88,0.0,133.0,0.0,Personal Auto,Luxury,795.864079,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
AY40674,Washington,F,Bachelor,482141.85,26583.0,1005.0,4.0,Personal Auto,SUV,614.4,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
NA12740,Oregon,M,Master,500431.05,25486.0,65.0,0.0,Special Auto,Two-Door Car,72.438681,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
UA84837,Arizona,M,College,863005.39,24065.0,111.0,0.0,Corporate Auto,Four-Door Car,532.8,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
DJ51510,Arizona,F,High School or Below,932208.51,70435.0,116.0,0.0,Personal Auto,Four-Door Car,67.881546,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
VM58985,California,M,College,1672756.06,0.0,76.0,2.0,Personal Auto,Two-Door Car,402.636829,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0
